Date,Day,Site,Year,SiteYear,Sample,Larvae,Pupae,Total,Beetle,logTotal
2-Jun-18,2-Jun-17,Golf,2018,Golf2018,14,6,0,6,0,1.945910149
2-Jun-18,2-Jun-17,Golf,2018,Golf2018,15,3,0,3,0,1.386294361
2-Jun-18,2-Jun-17,Golf,2018,Golf2018,16,4,0,4,0,1.609437912
2-Jun-18,2-Jun-17,Golf,2018,Golf2018,17,7,0,7,0,2.079441542
4-Jun-18,4-Jun-17,Ice,2018,Ice2018,1,2,0,2,0,1.098612289
4-Jun-18,4-Jun-17,Ice,2018,Ice2018,2,11,0,11,0,2.48490665
4-Jun-18,4-Jun-17,Ice,2018,Ice2018,3,2,0,2,0,1.098612289
4-Jun-18,4-Jun-17,Ice,2018,Ice2018,4,2,0,2,0,1.098612289
4-Jun-18,4-Jun-17,Ice,2018,Ice2018,5,0,0,0,0,0
4-Jun-18,4-Jun-17,Ice,2018,Ice2018,6,0,0,0,0,0
4-Jun-18,4-Jun-17,Ice,2018,Ice2018,7,11,0,11,0,2.48490665
4-Jun-18,4-Jun-17,Ice,2018,Ice2018,8,4,0,4,0,1.609437912
4-Jun-18,4-Jun-17,Ice,2018,Ice2018,9,2,0,2,0,1.098612289
4-Jun-18,4-Jun-17,Ice,2018,Ice2018,10,5,0,5,0,1.791759469
4-Jun-18,4-Jun-17,Ice,2018,Ice2018,11,0,0,0,0,0
4-Jun-18,4-Jun-17,Ice,2018,Ice2018,12,22,0,22,0,3.135494216
4-Jun-18,4-Jun-17,Ice,2018,Ice2018,13,33,0,33,0,3.526360525
4-Jun-18,4-Jun-17,Ice,2018,Ice2018,14,8,0,8,0,2.197224577
4-Jun-18,4-Jun-17,Ice,2018,Ice2018,15,17,0,17,0,2.890371758
4-Jun-18,4-Jun-17,Ice,2018,Ice2018,16,16,0,16,0,2.833213344
4-Jun-18,4-Jun-17,Ice,2018,Ice2018,17,9,0,9,0,2.302585093
4-Jun-18,4-Jun-17,Ice,2018,Ice2018,18,15,0,15,0,2.772588722
4-Jun-18,4-Jun-17,Ice,2018,Ice2018,19,0,0,0,0,0
4-Jun-18,4-Jun-17,Vulgaris,2018,Vulgaris2018,1,27,0,27,0,3.33220451
4-Jun-18,4-Jun-17,Vulgaris,2018,Vulgaris2018,2,14,0,14,0,2.708050201
4-Jun-18,4-Jun-17,Vulgaris,2018,Vulgaris2018,3,19,0,19,0,2.995732274
4-Jun-18,4-Jun-17,Vulgaris,2018,Vulgaris2018,4,44,0,44,0,3.80666249
4-Jun-18,4-Jun-17,Vulgaris,2018,Vulgaris2018,5,26,0,26,0,3.295836866
4-Jun-18,4-Jun-17,Vulgaris,2018,Vulgaris2018,6,16,0,16,0,2.833213344
4-Jun-18,4-Jun-17,Vulgaris,2018,Vulgaris2018,7,18,0,18,0,2.944438979
4-Jun-18,4-Jun-17,Vulgaris,2018,Vulgaris2018,8,16,0,16,0,2.833213344
4-Jun-18,4-Jun-17,Vulgaris,2018,Vulgaris2018,9,36,0,36,0,3.610917913
4-Jun-18,4-Jun-17,Vulgaris,2018,Vulgaris2018,10,33,0,33,0,3.526360525
4-Jun-18,4-Jun-17,Vulgaris,2018,Vulgaris2018,11,53,0,53,0,3.988984047
4-Jun-18,4-Jun-17,Vulgaris,2018,Vulgaris2018,12,23,0,23,0,3.17805383
4-Jun-18,4-Jun-17,Vulgaris,2018,Vulgaris2018,13,28,0,28,0,3.36729583
4-Jun-18,4-Jun-17,Vulgaris,2018,Vulgaris2018,14,45,0,45,0,3.828641396
4-Jun-18,4-Jun-17,Vulgaris,2018,Vulgaris2018,15,47,0,47,0,3.871201011
4-Jun-18,4-Jun-17,Vulgaris,2018,Vulgaris2018,16,93,0,93,0,4.543294782
4-Jun-18,4-Jun-17,Vulgaris,2018,Vulgaris2018,17,10,0,10,0,2.397895273
4-Jun-18,4-Jun-17,Vulgaris,2018,Vulgaris2018,18,84,0,84,0,4.442651256
4-Jun-18,4-Jun-17,Vulgaris,2018,Vulgaris2018,19,55,0,55,0,4.025351691
4-Jun-18,4-Jun-17,Vulgaris,2018,Vulgaris2018,20,20,0,20,0,3.044522438
4-Jun-18,4-Jun-17,Vulgaris,2018,Vulgaris2018,21,12,0,12,0,2.564949357
4-Jun-18,4-Jun-17,Vulgaris,2018,Vulgaris2018,22,17,0,17,0,2.890371758
4-Jun-18,4-Jun-17,Vulgaris,2018,Vulgaris2018,23,17,0,17,0,2.890371758
4-Jun-18,4-Jun-17,Vulgaris,2018,Vulgaris2018,24,20,0,20,0,3.044522438
4-Jun-18,4-Jun-17,Vulgaris,2018,Vulgaris2018,25,22,0,22,0,3.135494216
4-Jun-18,4-Jun-17,Vulgaris,2018,Vulgaris2018,26,33,0,33,0,3.526360525
4-Jun-18,4-Jun-17,Vulgaris,2018,Vulgaris2018,27,22,0,22,0,3.135494216
4-Jun-18,4-Jun-17,Vulgaris,2018,Vulgaris2018,28,30,0,30,0,3.433987204
4-Jun-18,4-Jun-17,Vulgaris small,2018,Vulgaris small2018,1,136,0,136,0,4.919980926
4-Jun-18,4-Jun-17,Vulgaris small,2018,Vulgaris small2018,2,130,0,130,0,4.875197323
4-Jun-18,4-Jun-17,Vulgaris small,2018,Vulgaris small2018,3,61,0,61,0,4.127134385
4-Jun-18,4-Jun-17,Vulgaris small,2018,Vulgaris small2018,4,7,0,7,0,2.079441542
4-Jun-18,4-Jun-17,Vulgaris small,2018,Vulgaris small2018,5,18,0,18,0,2.944438979
4-Jun-18,4-Jun-17,Vulgaris small,2018,Vulgaris small2018,6,46,0,46,0,3.850147602
4-Jun-18,4-Jun-17,Vulgaris small,2018,Vulgaris small2018,7,11,0,11,0,2.48490665
4-Jun-18,4-Jun-17,Vulgaris small,2018,Vulgaris small2018,8,208,0,208,0,5.342334252
4-Jun-18,4-Jun-17,Vulgaris small,2018,Vulgaris small2018,9,0,0,0,0,0
4-Jun-18,4-Jun-17,Vulgaris small,2018,Vulgaris small2018,10,3,0,3,0,1.386294361
4-Jun-18,4-Jun-17,Vulgaris small,2018,Vulgaris small2018,11,0,0,0,0,0
4-Jun-18,4-Jun-17,Vulgaris small,2018,Vulgaris small2018,12,0,0,0,0,0
4-Jun-18,4-Jun-17,Vulgaris small,2018,Vulgaris small2018,13,0,0,0,0,0
4-Jun-18,4-Jun-17,Vulgaris small,2018,Vulgaris small2018,14,59,0,59,0,4.094344562
4-Jun-18,4-Jun-17,Vulgaris small,2018,Vulgaris small2018,15,34,0,34,0,3.555348061
4-Jun-18,4-Jun-17,Vulgaris small,2018,Vulgaris small2018,16,79,0,79,0,4.382026635
4-Jun-18,4-Jun-17,Vulgaris small,2018,Vulgaris small2018,17,101,0,101,0,4.624972813
4-Jun-18,4-Jun-17,Vulgaris small,2018,Vulgaris small2018,18,8,0,8,0,2.197224577
4-Jun-18,4-Jun-17,Vulgaris small,2018,Vulgaris small2018,19,0,0,0,0,0
4-Jun-18,4-Jun-17,Vulgaris small,2018,Vulgaris small2018,20,1,0,1,0,0.693147181
4-Jun-18,4-Jun-17,Vulgaris small,2018,Vulgaris small2018,21,12,0,12,0,2.564949357
4-Jun-18,4-Jun-17,Vulgaris small,2018,Vulgaris small2018,22,1,0,1,0,0.693147181
4-Jun-18,4-Jun-17,Vulgaris small,2018,Vulgaris small2018,23,0,0,0,0,0
4-Jun-18,4-Jun-17,Vulgaris small,2018,Vulgaris small2018,24,90,0,90,0,4.510859507
4-Jun-18,4-Jun-17,Vulgaris small,2018,Vulgaris small2018,25,88,0,88,0,4.48863637
4-Jun-18,4-Jun-17,Vulgaris small,2018,Vulgaris small2018,26,20,0,20,0,3.044522438
4-Jun-18,4-Jun-17,Vulgaris small,2018,Vulgaris small2018,27,38,0,38,0,3.663561646
4-Jun-18,4-Jun-17,Vulgaris small,2018,Vulgaris small2018,28,64,0,64,0,4.17438727
4-Jun-18,4-Jun-17,NoOil,2018,NoOil2018,1,26,111,137,2,4.927253685
4-Jun-18,4-Jun-17,NoOil,2018,NoOil2018,2,41,89,130,1,4.875197323
4-Jun-18,4-Jun-17,NoOil,2018,NoOil2018,3,7,4,11,0,2.48490665
4-Jun-18,4-Jun-17,NoOil,2018,NoOil2018,4,51,34,85,0,4.454347296
4-Jun-18,4-Jun-17,NoOil,2018,NoOil2018,5,5,3,8,0,2.197224577
4-Jun-18,4-Jun-17,NoOil,2018,NoOil2018,6,4,3,7,2,2.079441542
4-Jun-18,4-Jun-17,NoOil,2018,NoOil2018,7,33,148,181,1,5.204006687
4-Jun-18,4-Jun-17,NoOil,2018,NoOil2018,8,32,70,102,0,4.634728988
4-Jun-18,4-Jun-17,NoOil,2018,NoOil2018,9,25,40,65,0,4.189654742
4-Jun-18,4-Jun-17,NoOil,2018,NoOil2018,10,40,89,129,0,4.86753445
5-Jun-18,5-Jun-17,Waterfall,2018,Waterfall2018,1,26,0,26,3,3.295836866
5-Jun-18,5-Jun-17,Waterfall,2018,Waterfall2018,2,11,0,11,2,2.48490665
5-Jun-18,5-Jun-17,Waterfall,2018,Waterfall2018,3,4,0,4,1,1.609437912
5-Jun-18,5-Jun-17,Waterfall,2018,Waterfall2018,4,18,0,18,0,2.944438979
5-Jun-18,5-Jun-17,Waterfall,2018,Waterfall2018,5,28,0,28,1,3.36729583
5-Jun-18,5-Jun-17,Waterfall,2018,Waterfall2018,6,14,0,14,3,2.708050201
5-Jun-18,5-Jun-17,Waterfall,2018,Waterfall2018,7,21,0,21,2,3.091042453
5-Jun-18,5-Jun-17,Waterfall,2018,Waterfall2018,8,14,0,14,2,2.708050201
5-Jun-18,5-Jun-17,Waterfall,2018,Waterfall2018,9,11,0,11,4,2.48490665
5-Jun-18,5-Jun-17,Waterfall,2018,Waterfall2018,10,25,0,25,1,3.258096538
5-Jun-18,5-Jun-17,Waterfall,2018,Waterfall2018,11,10,0,10,2,2.397895273
5-Jun-18,5-Jun-17,Waterfall,2018,Waterfall2018,12,23,0,23,2,3.17805383
6-Jun-18,6-Jun-17,Golf,2018,Golf2018,1,21,0,21,0,3.091042453
6-Jun-18,6-Jun-17,Golf,2018,Golf2018,2,9,0,9,0,2.302585093
6-Jun-18,6-Jun-17,Golf,2018,Golf2018,3,2,0,2,0,1.098612289
6-Jun-18,6-Jun-17,Golf,2018,Golf2018,4,5,0,5,0,1.791759469
6-Jun-18,6-Jun-17,Golf,2018,Golf2018,5,9,0,9,0,2.302585093
6-Jun-18,6-Jun-17,Golf,2018,Golf2018,6,16,0,16,0,2.833213344
6-Jun-18,6-Jun-17,Golf,2018,Golf2018,7,0,0,0,0,0
6-Jun-18,6-Jun-17,Golf,2018,Golf2018,8,20,0,20,0,3.044522438
6-Jun-18,6-Jun-17,Golf,2018,Golf2018,9,34,1,35,0,3.583518938
6-Jun-18,6-Jun-17,Golf,2018,Golf2018,10,12,0,12,0,2.564949357
6-Jun-18,6-Jun-17,Golf,2018,Golf2018,11,8,0,8,0,2.197224577
6-Jun-18,6-Jun-17,Golf,2018,Golf2018,12,16,0,16,0,2.833213344
6-Jun-18,6-Jun-17,Golf,2018,Golf2018,13,1,0,1,0,0.693147181
6-Jun-18,6-Jun-17,Golf,2018,Golf2018,14,7,0,7,0,2.079441542
6-Jun-18,6-Jun-17,Golf,2018,Golf2018,15,1,0,1,0,0.693147181
6-Jun-18,6-Jun-17,Golf,2018,Golf2018,16,3,0,3,0,1.386294361
6-Jun-18,6-Jun-17,Golf,2018,Golf2018,17,2,0,2,0,1.098612289
5-Jun-18,5-Jun-17,Oil,2018,Oil2018,1,5,9,14,0,2.708050201
5-Jun-18,5-Jun-17,Oil,2018,Oil2018,2,4,9,13,0,2.63905733
5-Jun-18,5-Jun-17,Oil,2018,Oil2018,3,2,5,7,0,2.079441542
5-Jun-18,5-Jun-17,Oil,2018,Oil2018,4,4,4,8,0,2.197224577
5-Jun-18,5-Jun-17,Oil,2018,Oil2018,5,4,22,26,0,3.295836866
5-Jun-18,5-Jun-17,Oil,2018,Oil2018,6,0,10,10,0,2.397895273
5-Jun-18,5-Jun-17,Oil,2018,Oil2018,7,6,15,21,0,3.091042453
5-Jun-18,5-Jun-17,Oil,2018,Oil2018,8,4,21,25,0,3.258096538
5-Jun-18,5-Jun-17,Oil,2018,Oil2018,9,1,12,13,0,2.63905733
5-Jun-18,5-Jun-17,Oil,2018,Oil2018,10,0,3,3,0,1.386294361
5-Jun-18,5-Jun-17,Oil,2018,Oil2018,11,4,4,8,0,2.197224577
5-Jun-18,5-Jun-17,Oil,2018,Oil2018,12,4,1,5,0,1.791759469
5-Jun-18,5-Jun-17,Oil,2018,Oil2018,13,2,1,3,0,1.386294361
5-Jun-18,5-Jun-17,Oil,2018,Oil2018,14,4,1,5,0,1.791759469
5-Jun-18,5-Jun-17,Oil,2018,Oil2018,15,4,0,4,0,1.609437912
8-Jun-18,8-Jun-17,Ice,2018,Ice2018,1,7,0,7,0,2.079441542
8-Jun-18,8-Jun-17,Ice,2018,Ice2018,2,10,0,10,0,2.397895273
8-Jun-18,8-Jun-17,Ice,2018,Ice2018,3,3,0,3,0,1.386294361
8-Jun-18,8-Jun-17,Ice,2018,Ice2018,4,8,0,8,0,2.197224577
8-Jun-18,8-Jun-17,Ice,2018,Ice2018,5,2,0,2,0,1.098612289
8-Jun-18,8-Jun-17,Ice,2018,Ice2018,6,11,0,11,0,2.48490665
8-Jun-18,8-Jun-17,Ice,2018,Ice2018,7,24,0,24,1,3.218875825
8-Jun-18,8-Jun-17,Ice,2018,Ice2018,8,15,0,15,0,2.772588722
8-Jun-18,8-Jun-17,Ice,2018,Ice2018,9,0,0,0,0,0
8-Jun-18,8-Jun-17,Ice,2018,Ice2018,10,8,0,8,0,2.197224577
8-Jun-18,8-Jun-17,Ice,2018,Ice2018,11,5,0,5,0,1.791759469
8-Jun-18,8-Jun-17,Ice,2018,Ice2018,12,6,0,6,0,1.945910149
8-Jun-18,8-Jun-17,Ice,2018,Ice2018,13,2,0,2,0,1.098612289
8-Jun-18,8-Jun-17,Ice,2018,Ice2018,14,12,0,12,0,2.564949357
8-Jun-18,8-Jun-17,Ice,2018,Ice2018,15,6,0,6,0,1.945910149
8-Jun-18,8-Jun-17,Ice,2018,Ice2018,16,1,0,1,0,0.693147181
8-Jun-18,8-Jun-17,Ice,2018,Ice2018,17,10,0,10,0,2.397895273
8-Jun-18,8-Jun-17,Vulgaris,2018,Vulgaris2018,1,33,0,33,0,3.526360525
8-Jun-18,8-Jun-17,Vulgaris,2018,Vulgaris2018,2,35,13,48,2,3.891820298
8-Jun-18,8-Jun-17,Vulgaris,2018,Vulgaris2018,3,35,8,43,7,3.784189634
8-Jun-18,8-Jun-17,Vulgaris,2018,Vulgaris2018,4,27,3,30,0,3.433987204
8-Jun-18,8-Jun-17,Vulgaris,2018,Vulgaris2018,5,53,10,63,1,4.158883083
8-Jun-18,8-Jun-17,Vulgaris,2018,Vulgaris2018,6,7,8,15,14,2.772588722
8-Jun-18,8-Jun-17,Vulgaris,2018,Vulgaris2018,7,11,1,12,2,2.564949357
8-Jun-18,8-Jun-17,Vulgaris,2018,Vulgaris2018,8,23,11,34,9,3.555348061
8-Jun-18,8-Jun-17,Vulgaris,2018,Vulgaris2018,9,25,23,48,4,3.891820298
8-Jun-18,8-Jun-17,Vulgaris,2018,Vulgaris2018,10,18,4,22,3,3.135494216
8-Jun-18,8-Jun-17,Vulgaris,2018,Vulgaris2018,11,16,1,17,1,2.890371758
8-Jun-18,8-Jun-17,Vulgaris,2018,Vulgaris2018,12,87,7,94,2,4.553876892
8-Jun-18,8-Jun-17,Vulgaris,2018,Vulgaris2018,13,14,1,15,3,2.772588722
8-Jun-18,8-Jun-17,Vulgaris,2018,Vulgaris2018,14,8,1,9,0,2.302585093
8-Jun-18,8-Jun-17,Vulgaris,2018,Vulgaris2018,15,11,0,11,0,2.48490665
8-Jun-18,8-Jun-17,Vulgaris,2018,Vulgaris2018,16,20,1,21,3,3.091042453
8-Jun-18,8-Jun-17,Vulgaris,2018,Vulgaris2018,17,37,2,39,1,3.688879454
8-Jun-18,8-Jun-17,Vulgaris,2018,Vulgaris2018,18,22,1,23,4,3.17805383
8-Jun-18,8-Jun-17,Vulgaris,2018,Vulgaris2018,19,7,1,8,2,2.197224577
8-Jun-18,8-Jun-17,Vulgaris,2018,Vulgaris2018,20,14,4,18,0,2.944438979
8-Jun-18,8-Jun-17,Vulgaris,2018,Vulgaris2018,21,20,2,22,6,3.135494216
8-Jun-18,8-Jun-17,Vulgaris,2018,Vulgaris2018,22,11,1,12,0,2.564949357
8-Jun-18,8-Jun-17,Vulgaris,2018,Vulgaris2018,23,23,3,26,0,3.295836866
8-Jun-18,8-Jun-17,Vulgaris,2018,Vulgaris2018,24,9,1,10,0,2.397895273
8-Jun-18,8-Jun-17,Vulgaris,2018,Vulgaris2018,25,24,4,28,1,3.36729583
8-Jun-18,8-Jun-17,Vulgaris,2018,Vulgaris2018,26,18,1,19,0,2.995732274
8-Jun-18,8-Jun-17,Vulgaris,2018,Vulgaris2018,27,40,4,44,2,3.80666249
9-Jun-18,9-Jun-17,East,2018,East2018,1,28,0,28,0,3.36729583
9-Jun-18,9-Jun-17,East,2018,East2018,2,29,0,29,0,3.401197382
9-Jun-18,9-Jun-17,East,2018,East2018,3,16,0,16,0,2.833213344
9-Jun-18,9-Jun-17,East,2018,East2018,4,13,0,13,0,2.63905733
9-Jun-18,9-Jun-17,East,2018,East2018,5,0,0,0,0,0
9-Jun-18,9-Jun-17,East,2018,East2018,6,3,0,3,0,1.386294361
9-Jun-18,9-Jun-17,East,2018,East2018,7,3,0,3,0,1.386294361
9-Jun-18,9-Jun-17,East,2018,East2018,8,3,0,3,0,1.386294361
9-Jun-18,9-Jun-17,East,2018,East2018,9,1,0,1,0,0.693147181
9-Jun-18,9-Jun-17,East,2018,East2018,10,11,0,11,0,2.48490665
9-Jun-18,9-Jun-17,East,2018,East2018,11,16,0,16,0,2.833213344
9-Jun-18,9-Jun-17,East,2018,East2018,12,8,0,8,0,2.197224577
9-Jun-18,9-Jun-17,East,2018,East2018,13,7,0,7,0,2.079441542
9-Jun-18,9-Jun-17,East,2018,East2018,14,5,0,5,0,1.791759469
9-Jun-18,9-Jun-17,East,2018,East2018,15,3,0,3,0,1.386294361
9-Jun-18,9-Jun-17,East,2018,East2018,16,0,0,0,0,0
9-Jun-18,9-Jun-17,East,2018,East2018,17,2,0,2,0,1.098612289
9-Jun-18,9-Jun-17,East,2018,East2018,18,37,0,37,0,3.63758616
9-Jun-18,9-Jun-17,East,2018,East2018,19,0,0,0,0,0
9-Jun-18,9-Jun-17,East,2018,East2018,20,3,0,3,0,1.386294361
9-Jun-18,9-Jun-17,East,2018,East2018,21,19,0,19,0,2.995732274
9-Jun-18,9-Jun-17,NoOil,2018,NoOil2018,1,5,50,55,0,4.025351691
9-Jun-18,9-Jun-17,NoOil,2018,NoOil2018,2,4,87,91,0,4.521788577
9-Jun-18,9-Jun-17,NoOil,2018,NoOil2018,3,3,16,19,0,2.995732274
9-Jun-18,9-Jun-17,NoOil,2018,NoOil2018,4,3,69,72,1,4.290459441
9-Jun-18,9-Jun-17,NoOil,2018,NoOil2018,5,0,3,3,1,1.386294361
9-Jun-18,9-Jun-17,NoOil,2018,NoOil2018,6,0,3,3,0,1.386294361
9-Jun-18,9-Jun-17,NoOil,2018,NoOil2018,7,4,80,84,0,4.442651256
9-Jun-18,9-Jun-17,NoOil,2018,NoOil2018,8,4,86,90,0,4.510859507
9-Jun-18,9-Jun-17,NoOil,2018,NoOil2018,9,0,49,49,0,3.912023005
9-Jun-18,9-Jun-17,NoOil,2018,NoOil2018,10,0,31,31,0,3.465735903
9-Jun-18,9-Jun-17,Oil,2018,Oil2018,1,1,16,17,0,2.890371758
9-Jun-18,9-Jun-17,Oil,2018,Oil2018,2,1,17,18,1,2.944438979
9-Jun-18,9-Jun-17,Oil,2018,Oil2018,3,3,13,16,1,2.833213344
9-Jun-18,9-Jun-17,Oil,2018,Oil2018,4,1,10,11,1,2.48490665
9-Jun-18,9-Jun-17,Oil,2018,Oil2018,5,0,4,4,0,1.609437912
9-Jun-18,9-Jun-17,Oil,2018,Oil2018,6,1,15,16,0,2.833213344
9-Jun-18,9-Jun-17,Oil,2018,Oil2018,7,0,13,13,0,2.63905733
9-Jun-18,9-Jun-17,Oil,2018,Oil2018,8,3,14,17,0,2.890371758
9-Jun-18,9-Jun-17,Oil,2018,Oil2018,9,1,11,12,0,2.564949357
9-Jun-18,9-Jun-17,Oil,2018,Oil2018,10,2,8,10,0,2.397895273
9-Jun-18,9-Jun-17,Oil,2018,Oil2018,11,1,17,18,0,2.944438979
9-Jun-18,9-Jun-17,Oil,2018,Oil2018,12,4,2,6,0,1.945910149
9-Jun-18,9-Jun-17,Oil,2018,Oil2018,13,3,13,16,0,2.833213344
9-Jun-18,9-Jun-17,Oil,2018,Oil2018,14,1,12,13,0,2.63905733
9-Jun-18,9-Jun-17,Oil,2018,Oil2018,15,0,10,10,0,2.397895273
9-Jun-18,9-Jun-17,Oil,2018,Oil2018,16,2,8,10,0,2.397895273
11-Jun-18,11-Jun-17,Waterfall,2018,Waterfall2018,1,1,18,19,2,2.995732274
11-Jun-18,11-Jun-17,Waterfall,2018,Waterfall2018,2,1,43,44,0,3.80666249
11-Jun-18,11-Jun-17,Waterfall,2018,Waterfall2018,3,3,18,21,2,3.091042453
11-Jun-18,11-Jun-17,Waterfall,2018,Waterfall2018,4,0,11,11,0,2.48490665
11-Jun-18,11-Jun-17,Waterfall,2018,Waterfall2018,5,2,29,31,0,3.465735903
11-Jun-18,11-Jun-17,Waterfall,2018,Waterfall2018,6,1,23,24,0,3.218875825
11-Jun-18,11-Jun-17,Waterfall,2018,Waterfall2018,7,6,46,52,2,3.970291914
11-Jun-18,11-Jun-17,Waterfall,2018,Waterfall2018,8,3,24,27,1,3.33220451
11-Jun-18,11-Jun-17,Waterfall,2018,Waterfall2018,9,4,39,43,1,3.784189634
11-Jun-18,11-Jun-17,Waterfall,2018,Waterfall2018,10,1,24,25,0,3.258096538
11-Jun-18,11-Jun-17,Waterfall,2018,Waterfall2018,11,2,17,19,0,2.995732274
11-Jun-18,11-Jun-17,Golf,2018,Golf2018,1,2,25,27,1,3.33220451
11-Jun-18,11-Jun-17,Golf,2018,Golf2018,2,1,18,19,0,2.995732274
11-Jun-18,11-Jun-17,Golf,2018,Golf2018,3,1,37,38,0,3.663561646
11-Jun-18,11-Jun-17,Golf,2018,Golf2018,4,0,33,33,1,3.526360525
11-Jun-18,11-Jun-17,Golf,2018,Golf2018,5,0,80,80,0,4.394449155
11-Jun-18,11-Jun-17,Golf,2018,Golf2018,6,6,114,120,0,4.795790546
11-Jun-18,11-Jun-17,Golf,2018,Golf2018,7,1,13,14,0,2.708050201
11-Jun-18,11-Jun-17,Golf,2018,Golf2018,8,8,162,170,1,5.141663557
11-Jun-18,11-Jun-17,Golf,2018,Golf2018,9,2,45,47,0,3.871201011
11-Jun-18,11-Jun-17,Golf,2018,Golf2018,10,1,37,38,0,3.663561646
11-Jun-18,11-Jun-17,Golf,2018,Golf2018,11,0,3,3,0,1.386294361
11-Jun-18,11-Jun-17,Golf,2018,Golf2018,12,0,24,24,0,3.218875825
11-Jun-18,11-Jun-17,Golf,2018,Golf2018,13,0,4,4,0,1.609437912
12-Jun-18,12-Jun-17,Ice,2018,Ice2018,1,2,2,4,0,1.609437912
12-Jun-18,12-Jun-17,Ice,2018,Ice2018,2,0,0,0,0,0
12-Jun-18,12-Jun-17,Ice,2018,Ice2018,3,6,0,6,0,1.945910149
12-Jun-18,12-Jun-17,Ice,2018,Ice2018,4,1,0,1,0,0.693147181
12-Jun-18,12-Jun-17,Ice,2018,Ice2018,5,10,1,11,0,2.48490665
12-Jun-18,12-Jun-17,Ice,2018,Ice2018,6,20,11,31,3,3.465735903
12-Jun-18,12-Jun-17,Ice,2018,Ice2018,7,9,9,18,0,2.944438979
12-Jun-18,12-Jun-17,Ice,2018,Ice2018,8,23,58,81,0,4.406719247
12-Jun-18,12-Jun-17,Ice,2018,Ice2018,9,8,5,13,1,2.63905733
12-Jun-18,12-Jun-17,Ice,2018,Ice2018,10,1,2,3,0,1.386294361
12-Jun-18,12-Jun-17,Ice,2018,Ice2018,11,2,3,5,1,1.791759469
12-Jun-18,12-Jun-17,Ice,2018,Ice2018,12,2,1,3,0,1.386294361
12-Jun-18,12-Jun-17,Ice,2018,Ice2018,13,5,2,7,2,2.079441542
12-Jun-18,12-Jun-17,Ice,2018,Ice2018,14,0,0,0,0,0
12-Jun-18,12-Jun-17,Ice,2018,Ice2018,15,5,3,8,1,2.197224577
12-Jun-18,12-Jun-17,Ice,2018,Ice2018,16,0,5,5,0,1.791759469
12-Jun-18,12-Jun-17,Ice,2018,Ice2018,17,1,1,2,1,1.098612289
12-Jun-18,12-Jun-17,Ice,2018,Ice2018,18,0,1,1,0,0.693147181
13-Jun-18,13-Jun-17,Vulgaris small,2018,Vulgaris small2018,1,9,12,21,2,3.091042453
13-Jun-18,13-Jun-17,Vulgaris small,2018,Vulgaris small2018,2,16,6,22,1,3.135494216
13-Jun-18,13-Jun-17,Vulgaris small,2018,Vulgaris small2018,3,6,10,16,0,2.833213344
13-Jun-18,13-Jun-17,Vulgaris small,2018,Vulgaris small2018,4,2,3,5,1,1.791759469
13-Jun-18,13-Jun-17,Vulgaris small,2018,Vulgaris small2018,5,2,0,2,1,1.098612289
13-Jun-18,13-Jun-17,Vulgaris small,2018,Vulgaris small2018,6,2,0,2,0,1.098612289
13-Jun-18,13-Jun-17,Vulgaris small,2018,Vulgaris small2018,7,0,0,0,1,0
13-Jun-18,13-Jun-17,Vulgaris small,2018,Vulgaris small2018,8,10,8,18,2,2.944438979
13-Jun-18,13-Jun-17,Vulgaris small,2018,Vulgaris small2018,9,0,0,0,1,0
13-Jun-18,13-Jun-17,Vulgaris small,2018,Vulgaris small2018,10,1,4,5,0,1.791759469
13-Jun-18,13-Jun-17,Vulgaris small,2018,Vulgaris small2018,11,7,8,15,0,2.772588722
13-Jun-18,13-Jun-17,Vulgaris small,2018,Vulgaris small2018,12,4,5,9,0,2.302585093
13-Jun-18,13-Jun-17,Vulgaris small,2018,Vulgaris small2018,13,3,1,4,0,1.609437912
13-Jun-18,13-Jun-17,Vulgaris small,2018,Vulgaris small2018,14,17,6,23,0,3.17805383
13-Jun-18,13-Jun-17,Vulgaris small,2018,Vulgaris small2018,15,3,4,7,0,2.079441542
13-Jun-18,13-Jun-17,Vulgaris small,2018,Vulgaris small2018,16,20,5,25,1,3.258096538
13-Jun-18,13-Jun-17,Vulgaris small,2018,Vulgaris small2018,17,9,1,10,3,2.397895273
13-Jun-18,13-Jun-17,Vulgaris small,2018,Vulgaris small2018,18,0,0,0,0,0
13-Jun-18,13-Jun-17,Vulgaris small,2018,Vulgaris small2018,19,2,0,2,1,1.098612289
13-Jun-18,13-Jun-17,Vulgaris small,2018,Vulgaris small2018,20,2,1,3,1,1.386294361
13-Jun-18,13-Jun-17,Vulgaris small,2018,Vulgaris small2018,21,1,0,1,0,0.693147181
13-Jun-18,13-Jun-17,Vulgaris small,2018,Vulgaris small2018,22,5,0,5,1,1.791759469
13-Jun-18,13-Jun-17,Vulgaris small,2018,Vulgaris small2018,23,5,2,7,1,2.079441542
13-Jun-18,13-Jun-17,Vulgaris small,2018,Vulgaris small2018,24,7,1,8,1,2.197224577
13-Jun-18,13-Jun-17,Vulgaris small,2018,Vulgaris small2018,25,6,9,15,0,2.772588722
13-Jun-18,13-Jun-17,Vulgaris small,2018,Vulgaris small2018,26,11,16,27,2,3.33220451
13-Jun-18,13-Jun-17,Vulgaris small,2018,Vulgaris small2018,27,15,16,31,1,3.465735903
